nombre,precioEspecial,codigo_principal,vendible,stock,id_producto
Estabilizador Desktop TCA-1200N LYONN AVR,3540.0,EAN: 7798126660019,1,20,1674
Mouse Pad Redragon Suzaku P003 800x300mm,3030.0,SKU: RD-P003,1,20,7734
Palanca Logitech Drive Force Shifte para G920 & G29 ,12770.0,SKU: 941-000119,1,18,7697
Mouse HP HyperX Pulsefire Surge RGB 16.000DPI,8470.0,SKU: 4P5Q1AA,1,20,7696
Disco Sólido SSD Gigabyte 120GB 500MB/s,3850.0,SKU: GP-GSTFS31120GNTD,1,2,7612
Disco Sólido SSD Gigabyte 240GB 500MB/s,5780.0,SKU: GP-GSTFS31240GNTD,1,20,7611
Mouse Pad HP HyperX Fury S Pro L,3160.0,SKU: 4P4F9AA,1,14,7501
Auriculares HP HyperX Cloud Stinger Gaming Negro  PC | PS4 | Switch | XBOX,9920.0,SKU: 4P5L7AA#ABL,1,20,7494
Mouse Pad HP HyperX Fury S Pro M,2460.0,SKU: 4P5Q5AA,1,3,7492
Mouse Pad HP HyperX Fury S Pro XL,5890.0,SKU: 4P5Q9AA,1,20,7491
Mouse Logitech G PRO Hero Gaming 16000DPI RGB,6620.0,SKU: 910-005536,1,20,7472
Teclado Mecanico Redragon K550 YAMA White Retroiluminado RGB Español,10100.0,SKU: K550W-1-SP,1,20,7420
Disco Sólido SSD Kingston 480GB A400 500MB/s,8980.0,SKU: SA400S37/480G,1,20,7411
"Monitor Gamer Viewsonic 25"" XG2530 240Hz FreeSync3",131850.0,SKU: -XG2530-,1,4,7396
Combo Redragon Teclado K552 + Mouse M601 + Auris H101 + Mouse Pad Archelon M Español,11160.0,SKU: K552-BB-2-SP,1,20,7373
Combo Redragon S101-BA-1 4 en 1 Teclado Harpe RGB Mouse Centrophorus Auriculares Garuda y Mouse Pad Archelon M,7900.0,SKU: S101-BA-2-SP,1,20,7372
Memoria Adata DDR4 8GB 3200MHz XPG GAMMIX D10 Black,9500.0,SKU: AX4U32008G16A-SB10,1,20,13946
ARMADO DE PC ESPECIAL (No incluye instalación de sistema operativo),1000.0,,1,20,5047
ARMADO BASICO DE PC (No incluye instalación de sistema operativo),1050.0,,1,20,5043
ARMADO DE PC (No incluye instalación de sistema operativo),1500.0,,1,20,4671
Service Instalación Cooler CPU en equipos armados,1500.0,,1,20,2615
Usar Cooler CPU incluido en el procesador AMD,0.0,,1,20,2094
Usar Cooler CPU incluido en el procesador Intel,0.0,,1,20,2093
Teclado Gaming Retroiluminado Wesdar MK10,2720.0,EAN: 6971071749744,1,20,14132
Procesador Intel Pentium Gold G5400 LGA 1151 OEM sin cooler,14930.0,OTROS: 1413114131,1,20,14131
Fuente Gigabyte 750W 80 Plus Gold  Modular GP-P750GM*,22850.0,UPC: 813567028710,1,20,14130
Parlantes Genius GX Gaming SW-G2.1 3000 II,28390.0,UPC: 091163258353,1,20,14129
Gabinete MSI MAG FORGE M100A RGB,18180.0,UPC: 824142280386,1,20,14126
"Monitor Gamer Samsung 27"" G4 Odyssey 240Hz",128120.0,P/N: LS27BG400ELX,1,20,14125
"Monitor Gamer Samsung 25"" G4 Odyssey 240Hz",112650.0,P/N: LS25BG400ELX,1,20,14123
Silla Gamer Checkpoint FIFA MT-2000 Qatar,95360.0,UPC: 810098150446,1,2,14122
Silla Gamer Checkpoint FIFA MT-2000 Argentina,95360.0,UPC: 810098150460,1,5,14121
Gabinete Lian Li Lancool 3R-W White ARGB,54540.0,P/N: G99.LAN3RW.00,1,19,14120
Gabinete Lian Li Lancool 3R-X Black ARGB,50280.0,P/N: G99.LAN3RX.00,1,20,14119
Gabinete Lian Li Lancool 3-W White,50280.0,P/N: G99.LAN3W.00,1,20,14117
Gabinete Lian Li Lancool 3-X Black,46310.0,P/N: G99.LAN3X.00,1,20,14116
Gabinete Be quiet! SILENT BASE 802 Window White,51190.0,EAN: 4260052188408,1,1,14109
Gabinete Thermaltake S100 Tempered Glass Black Sin fuente,16140.0,P/N: CA-1Q9-00S1WN-00,1,20,14108
Gabinete Thermaltake S100 Tempered Glass White Sin fuente,17220.0,P/N: CA-1Q9-00S6WN-00,1,20,14107
Gabinete Thermaltake V150 Tempered Glass Sin fuente,17220.0,UPC: 841163075715,1,20,14106
Disco Solido SSD M2 WD 2TB Black SN850X Heatsink 7300MB/s NVMe PCIe Gen4 x4,74770.0,P/N: WDS200T2XHE,1,1,14101
Fuente Cooler Master 800W 80 Plus Gold G800,22050.0,OTROS: 1409914099,1,20,14099
Fuente Cooler Master 700W 80 Plus Gold G700,20990.0,OTROS: 1409814098,1,3,14098
Fuente Cooler Master 750W 80 Plus Bronze MWE,19560.0,P/N: MPE-750-ACAAB,1,20,14097
Mother ASUS ROG CROSSHAIR X670E HERO,197400.0,P/N: ROG CROSSHAIR X670E HERO,1,6,14095
Disco Solido SSD M2 WD 1TB Black SN850X Heatsink 7300MB/s NVMe PCIe Gen4 x4,42650.0,P/N: WDS100T2XHE,1,2,14094
Mother Asrock X670E PG LIGHTNING AM5,86730.0,P/N: 90-MXBJ60-A0UAYZ,1,7,14093
Mother Asrock X670E Steel Legend AM5,99120.0,P/N: X670E STEEL LEGEND,1,3,14090
Disco Sólido SSD Crucial 1TB BX500 540MB/s,15299.0,P/N: CT1000BX500SSD1,1,20,14089
Disco Solido SSD M.2 Crucial 1TB P3 PLUS 5000MB/s NVMe PCI-E x4,23990.0,P/N: CT1000P3PSSD8,1,20,14087
Procesador AMD Ryzen 9 7950X 5.7GHz AM5 - No incluye Cooler - C/Video,209650.0,SKU: 100-100000514WOF,1,16,14085
Procesador AMD Ryzen 9 7900X 5.6GHz Turbo AM5 - No incluye Cooler - C/Video,142900.0,SKU: 100-100000589WOF,1,12,14084
TV GAMER SAMSUNG 55'' NEO QLED 4K QN85B 120Hz Freesync,389999.0,EAN: 8806094042139,1,20,14083
TV GAMER SAMSUNG 65'' NEO QLED 4K QN85B 120Hz Freesync,499999.0,P/N: QN65QN85BAGCZB,1,20,14081
TV GAMER SAMSUNG 75'' NEO QLED 4K QN85B 120Hz Freesync,699999.0,P/N: QN75QN85BAGCZB,1,20,14080
TV GAMER SAMSUNG 50'' NEO QLED 4K QN90B 144Hz Freesync,299999.0,P/N: QN50QN90BAGCZB,1,20,14079
Disco Solido SSD M.2 Team 2TB Cardea Zero Z340 3400MB/s PCIe Gen4,38910.0,P/N: TM8FP9002T0C311,1,20,14078
"Monitor Gamer ASUS 27"" GAMING VG27VQ 165Hz FHD",112750.0,P/N: 90LM0510-B01EB0,1,12,14077
"Monitor Gamer Samsung 32"" G3 Odyssey Full HD 165Hz",116100.0,P/N: LS32AG32ANLX,1,20,14076
Smartwatch Samsung Galaxy Watch5 Bluetooth 44mm Silver - SM-R910,63400.0,P/N: SM-R910NZSAARO,1,3,14073
Smartwatch Samsung Galaxy Watch5 Bluetooth 40mm Silver - SM-R900,58300.0,P/N: SM-R900NZSAARO,1,5,14072
Smartwatch Samsung Galaxy Watch5 Bluetooth 40mm Pink Gold - SM-R900,57650.0,P/N: SM-R900NZDAARO,1,2,14071
Smartwatch Samsung Galaxy Watch5 Bluetooth 44mm Graphite - SM-R910,63400.0,SKU: R910NZAAARO,1,10,14069
Smartwatch Samsung Galaxy Watch5 Bluetooth 40mm Graphite - SM-R900,58300.0,P/N: SM-R900NZAAARO,1,4,14067
Procesador AMD Ryzen 5 7600X 5.3GHz Turbo AM5 - No incluye Cooler - C/VIDEO,75950.0,SKU: 100-100000593WOF,1,20,14066
Procesador AMD Ryzen 7 7700X 5.4GHz Turbo AM5 - No incluye Cooler - C/VIDEO,101350.0,SKU: 100-100000591WOF,1,20,14065
"Notebook Lenovo ThinkPad L14 14"" FHD Ryzen 5 4650U 8GB 256GB SSD NVMe W10 Pro",230840.0,SKU: 20U6S40F00,1,10,14064
"Notebook Lenovo Thinkbook 15-ITL 15.6"" Core I7 1165G7 8GB 256GB SSD NVMe Freedos",227000.0,SKU: 20VEE00L1AR,1,10,14063
Cooler Fan ID-Cooling TF-12025-ARGB-TRIO,7770.0,EAN: 6931393303703,1,20,14062
Cooler Fan ID-Cooling TF-12025-ARGB-SNOW TRIO,8330.0,EAN: 6931393303697,1,20,14061
Fuente MSI 650W 80 Plus Bronze MAG A650BN,15790.0,SKU: A650BN--,1,20,14056
"Notebook Lenovo V15-IGL 15.6"" PENTIUM N5030 4GB 1TB HDD Freedos",103500.0,SKU: 82C30000AR,1,8,14054
"Notebook Acer Aspire 5 15.6"" Core I5 10210U 8GB 256GB SSD NVMe Freedos",150000.0,SKU: NX.HMDAL.00E,1,11,14053
"Notebook Acer Aspire 5 15.6"" Core I3 10110U 4GB 256GB SSD NVMe W10 Home",128840.0,SKU: NX.HN2AL.012,1,10,14052
"Notebook Acer Swift 3 14"" FHD IPS Core I3 1115G4 8GB 256GB SSD NVMe W10 Home",180000.0,SKU: NX.ABLAL.002,1,19,14051
"Monitor Gamer Samsung 27"" G3 Odyssey Full HD 144Hz",86500.0,P/N: LS27AG30ANLX,1,20,14050
"Monitor Gamer Samsung 24"" G3 Odyssey Full HD 144Hz",72750.0,SKU: S24AG30ANL,1,20,14049
Disco Solido SSD M2 WD 1TB Black SN850X 7300MB/s NVMe PCIe Gen4 x4,42330.0,SKU: WDS100T2X0E-00BCA0,1,20,14048
"Notebook Gamer AORUS XD 15.6"" Core I7 11800H 16GB (2x8GB) 1TB SSD NVMe RTX 3070 240Hz W11 Home US",510500.0,SKU: 9RX5LXD03JHUNUS0A41,1,1,14047
Adaptador de Red Mercusys MW300UH Wireless White 300Mbps,1930.0,SKU: MW300UH,1,20,14046
Mouse Redragon Cobra M711 FPS RGB 32.000 dpi,4500.0,EAN: 6950376772268,1,20,14045
Auriculares Redragon H220 Themis,3260.0,P/N: H220 THEMIS,1,20,14044
"Notebook Lenovo ThinkPad E15 15.6"" Ryzen 5 5500U 8GB 256GB SSD Freedos",205000.0,SKU: 20YHS05H00,1,20,14043
"Notebook HP 250 15.6"" Core I5 1135G7 8GB 256GB SSD NVMe W11 Home",194850.0,SKU: 5U0P0LT,1,20,14042
"Notebook Dell Vostro 3405 14"" FHD Ryzen 5 3450U 8GB 256GB SSD NVMe W10 Home",164850.0,SKU: -TF2Y5-,1,20,14041
Adaptador de Red Tp-Link UE200 USB 2.0,2380.0,SKU: -UE200-,1,20,14040
Placa de Red Tp-Link Archer TX3000E AX300 PCie Bluetooth 5.0,11600.0,SKU: TX3000E AX300,1,7,14039
Combo Asus Mother ASUS PRIME H510M-E Socket 1200 +Procesador Intel Celeron G5905 3.5GHz Socket 1200 ,22850.0,"SKU: BX80701G5905,SKU: PRIME H510M-E",1,20,14036
Combo Asus Mother Asus Prime H610M-A/CSM D4 S1700 + Procesador Intel Core i5 12400 Socket 1700,74100.0,"SKU: BX8071512400,SKU: PRIME H610M-A D4-CSM",1,20,14035
Combo Asus Mother ASUS ROG STRIX B550-A Gaming AM4 + Procesador AMD Ryzen 5 5500 4.2GHz Turbo + Wraith Stealth Cooler,84300.0,"SKU: ROG STRIX B550-A GAMING,SKU: 100-100000457BOX",1,20,14034
Combo ASUS Gabinete ROG STRIX Helios White + Fuente THOR 850P 80 PLUS PLATINUM,123250.0,"SKU: RTSS02-850P1,SKU: 90DC0023-B38000",1,20,14032
Combo ASUS Gabinete ROG STRIX Helios White + Fuente THOR 1200P 80 PLUS PLATINUM,144860.0,"SKU: RTSS01-1200P1,SKU: 90DC0023-B38000",1,20,14031
Combo ASUS Gabinete ROG STRIX Helios Black + Fuente STRIX 1000G 80 PLUS GOLD,116750.0,"SKU: 90DC0020-B30000,SKU: ROG-STRIX-1000G",1,20,14030
Combo ASUS Gabinete TUF GT301 ARGB + Fuente STRIX 750G 80 PLUS GOLD,60720.0,"SKU: 90DC0040-B40000,SKU: RSSS04-750G1",1,20,14029
Combo ASUS Gabinete TUF GT501 TG White + Fuente STRIX 850G WHITE 80 PLUS GOLD ,89620.0,"SKU: ROG-STRIX-850G-WHITE,P/N: 90DC0013-B40000",1,20,14028
Combo ASUS Gabinete TUF GT501 TG Black + Fuente STRIX 850G 80 PLUS GOLD,87170.0,"SKU: 90DC0012-B40000,SKU: ROG-STRIX-850G",1,20,14027
Combo ASUS Gabinete TUF GT501 TG Black + Fuente STRIX 1000G 80 PLUS GOLD,83350.0,"SKU: 90DC0012-B40000,SKU: ROG-STRIX-1000G",1,20,14026
Mouse Pad Redragon Flick L P031 400x450mm*,1900.0,SKU: RD-P031-,1,20,14025
Mouse Pad Redragon Flick M P030 270x320mm*,1580.0,SKU: RD-P030-,1,20,14024
Mouse Pad Redragon Flick S P029*,1430.0,SKU: RD-P029-,1,20,14023
Cooler CPU ID-Cooling SE-224-XT Black V2,6040.0,P/N: SE-224-XT BLACK V2,1,20,14022
Fuente MSI 850W 80 Plus Gold MPG A850GF,27890.0,UPC: 824142225769,1,20,14018
Fuente MSI 750W 80 Plus Gold MPG A750GF,26030.0,UPC: 824142225752,1,20,14017
"Notebook Acer 14"" Core I5 10310U 8GB 256GB SSD NVMe Freedos",165070.0,SKU: NX.VLMAL.002,1,20,14016
"Notebook Gamer Acer NITRO 5 15.6"" IPS Ryzen 5 5600H 8GB 256GB SSD NVMe GTX1650 W11 Home 144Hz",245000.0,SKU: NH.QB9AL.006,1,2,14015
"Notebook Gamer Acer NITRO 5 15.6"" Core I7 12700H 16GB 256GB SSD NVMe + 1TB HDD RTX 3060 W11 144Hz",425860.0,SKU: NH.QB2AL.001,1,3,14014
"Notebook Acer Aspire 3 15.6"" Core I5 1035G1 8GB 512GB SSD NVMe GeForce MX330 Freedos",172500.0,SKU: NX.HZRAL.015,1,11,14013
"Notebook Lenovo V15 15.6"" Core I3 10110U 8GB 256GB SSD NVMe Freedos",122200.0,SKU: 82NB002EAR,1,14,14012
"Notebook Lenovo ThinkPad L14 Gen2 14"" Core I5 1135G7 8GB 256GB SSD NVMe W10 Pro",254330.0,SKU: 20X2S89200,1,5,14011
"Notebook Lenovo ThinkPad L14 14"" Core I5 1135G7 8GB 256GB SSD NVMe W10 Pro",258680.0,SKU: 20X2S89100,1,5,14010
Cargador HP HyperX ChargePlay Portatil Duo PS5,5310.0,P/N: 51P68AA,1,12,14009
Microfono HP HyperX DuoCast USB RGB Black,18070.0,SKU: 4P5E2AA.,1,20,14008
Placa de Video XFX Radeon RX 6750 XT ULTRA 12GB GDDR6 Speedster,126000.0,SKU: RX-675XYL,1,20,14006
Placa de Video Zotac GeForce GTX 1630 4GB GDDR6,46370.0,SKU: ZT-T16300F-10L,1,20,14005
Placa de Video Zotac GeForce RTX 3050 8GB GDDR6 Twin Edge OC,99950.0,SKU: ZT-A30500H-10M,1,16,14001
Mother ASUS PRIME B660M-K D4,29100.0,P/N: 90MB1950-M0EAY0,1,20,14000
Silla Gamer Cougar Terminator,199000.0,UPC: 192554004136,1,8,13998
Silla Gamer Cougar Fusion Black,63210.0,UPC: 192554000701,1,6,13997
Silla Gamer Cougar Fusion,63210.0,UPC: 192554000695,1,7,13996
Silla Gamer Cougar Armor Black,78090.0,UPC: 871520002320,1,4,13994
Gabinete ASUS ROG STRIX GX601 Helios Aluminum White RGB,90550.0,SKU: 90DC0023-B38000,1,20,13993
Gabinete Cougar MX410 Mesh-G,13590.0,UPC: 192554001883,1,20,13991
Mouse Pad Cougar FREEWAY L 450x400mm,3334.0,P/N: 3PFRWLXBRB3.0001,1,20,13990
Mouse Cougar 700M EVO Esports RGB,13390.0,SKU: CGR-700M,1,15,13989
"Mouse Cougar DUALBLADER Optical RGB 16,000 DPI",14660.0,SKU: CGR-800M,1,3,13988
Mouse Cougar AIRBLADER Black,6880.0,P/N: 3M410WONB.0001,1,20,13987
Mouse Cougar SURPASSION RX Wireless RGB,11550.0,P/N: 3MSRFWOB.0001,1,20,13986
Mouse Cougar SURPASSION RX PINK Wireless RGB,11550.0,P/N: 3MSRXWOP.0001,1,17,13985
Teclado Mecanico Cougar ATTACK X3 Silver Switch Cherry MX Brown RGB,18600.0,UPC: 871520002870,1,1,13984
Auriculares Cougar HX330 Orange,7900.0,P/N: 3H250P50O.0001,1,19,13982
Auriculares Cougar VM410 Tournament,16070.0,P/N: 3H550P53O.0001,1,20,13981
Auriculares Cougar VM410 Classic,14800.0,P/N: 3H550P53B.0001,1,19,13979
Auriculares Inalambricos Cougar Omnes Essential RGB,25030.0,P/N: 3HW50G53B.0001,1,5,13976
Auriculares Cougar Phontum PRO PRIX RGB,18690.0,P/N: 3H800P53C.0001,1,19,13974
Memoria Kingston DDR4 16GB 3200Mhz Fury Beast RGB CL16*,21400.0,P/N: KF432C16BBA/16,1,20,13970
Procesador Intel Core i5 9500 9th Gen LGA1151,41400.0,SKU: BX80684I59500,1,20,13969
Memoria Team DDR4 16GB (2x8GB) 3600MHz T-Force Delta White RGB CL14,21350.0,P/N: TFD416G3600HC14CDC01,1,20,13968
Memoria Team DDR4 16GB (2x8GB) 3600MHz T-Force Delta Black RGB CL14,21350.0,P/N: TF3D416G3600HC14CDC01,1,20,13967
Microfono HyperX SoloCast PC PS4 White,13260.0,SKU: 519T2AA,1,20,13966
Micrófono HP HyperX QuadCast S Streaming Condensador USB C PC-PS4 White,35950.0,SKU: 519P0AA,1,11,13965
Gabinete Corsair Crystal 465X RGB iCue Smart White Mid Tower,40800.0,P/N: CC-9011189-WW,1,7,13964
Mouse Pad Corsair MM350 PRO XL 930x400mm,8690.0,P/N: CH-9413771-WW,1,20,13963
Auriculares Corsair VOID RGB ELITE Wireless Carbon 7.1,27140.0,P/N: CA-9011201-NA,1,15,13962
Mother Asrock H610M-HVS LGA 1700,17250.0,SKU: H610M-HVS,1,20,13957
Monitor LG 28'' Dual Ergo 28MQ780-B SDQHD Nano IPS,289200.0,P/N: 28MQ780-B,1,5,13950
Memoria Adata DDR4 16GB 3600MHz XPG Spectrix D60G RGB,19200.0,P/N: AX4U360016G18I-ST60,1,9,13945
Memoria Adata DDR4 8GB 3200Mhz XPG Gammix D45 White,9900.0,SKU: AX4U32008G16A-CWHD45,1,20,13942
Memoria Adata DDR4 16GB (2x8GB) 3200Mhz XPG Gammix D45,19950.0,P/N: AX4U32008G16A-DCBKD45,1,15,13941
Memoria Adata DDR4 16GB (2x8GB) 3600MHz XPG Spectrix D45G White RGB,22200.0,SKU: AX4U36008G18I-DCWHD45G,1,20,13940
Memoria Adata DDR4 8GB 3600MHz XPG Spectrix D45G White RGB,11750.0,SKU: AX4U36008G18I-CWHD45G,1,20,13939
Memoria Adata DDR4 16GB (2x8GB) 3600MHz XPG Spectrix D45G RGB,22200.0,SKU: 10406587,1,20,13938
Memoria Adata DDR4 8GB 3600MHz XPG Spectrix D50 RGB*,10900.0,SKU: 10406660,1,20,13937
Memoria Adata DDR4 8GB 3600MHz XPG Spectrix D60G RGB*,11600.0,P/N: AX4U36008G18I-ST60,1,20,13933
Gabinete Game Pro GP6 ARGB,13850.0,OTROS: 1393213932,1,20,13932
Monitor Hikvision 22'' DS-D5022QE-E VGA HDMI,40850.0,P/N: DS-D5022QE-E,1,20,13931
Procesador Intel Core i5 10400 4.3GHz Turbo 1200 Comet Lake OEM,46350.0,OTROS: 1393013930,1,4,13930
Combo Actualizacion Team SSD 512GB + Memoria DDR4 16GB 3200Mhz T-Force Zeus,21890.0,"SKU: T253X2512G0C101,P/N: TTZD416G3200HC2001",1,20,13925
Combo Actualizacion Team SSD 256GB + Memoria DDR4 8GB 3200Mhz T-Force Vulcan Z Grey,12200.0,"SKU: T253X2256G0C101,SKU: TLZGD48G3200HC16F01",1,20,13924
Combo Actualizacion Team SSD 256GB + Memoria DDR4 8GB 3200Mhz T-Force Vulcan Z Red,12200.0,"P/N: TLZRD48G3200HC16F01,SKU: T253X2256G0C101",1,20,13923
Combo Actualizacion Team SSD 512GB + Memoria DDR4 8GB 3200MHz T-Force Delta RGB Black,16690.0,"SKU: T253X2512G0C101,SKU: TF3D48G3200HC16F01",1,20,13921
Memoria Team DDR4 4GB 2400MHz Elite Plus Red*,4350.0,P/N: TPRD44G2400HC1602,1,20,13916
"Notebook Asus X515EA 15.6"" FHD Core I5 1135G7 8GB 256GB SSD NVMe Freedos",175000.0,SKU: X515EA-EJ2202,1,20,13914
Memoria Team DDR4 8GB 3200MHz T-Force Vulcan Z Grey,9500.0,SKU: TLZGD48G3200HC16F01,1,20,13905
Silla Gamer Cougar OUTRIDER S Black,85000.0,UPC: 192554003382,1,5,13900
Silla Gamer Cougar OUTRIDER S,85000.0,UPC: 192554003375,1,7,13899
"Monitor ASUS 24"" VA24EHE-J Full HD",52100.0,P/N: VA24EHE-J,1,20,13896
"Monitor ASUS 27"" Full HD HDMI VGA VA27EHE-J",62250.0,P/N: VA27EHE-J,1,20,13892
Auriculares Logitech G PRO X LOL*,23260.0,OTROS: 1388713887,1,15,13887
Auriculares Logitech Astro A10 2nd Mint,13280.0,SKU: 939-002084,1,20,13883
Auriculares Logitech Astro A10 2nd Gen,13420.0,UPC: 097855172563,1,20,13882
Auriculares Logitech Astro A10 2nd Gen Purple,13280.0,SKU: 2148ALR03C5M,1,20,13881
Auriculares Logitech Astro A10 2nd Gen White,13280.0,SKU: 2149ALR0681M,1,20,13880
Auriculares Logitech Astro A10 2nd Gen Black,13280.0,UPC: 097855172594,1,20,13879
Memoria Team DDR4 32GB (2x16Gb) 3200MHz Vulcan TUF Yellow,36700.0,P/N: TLTYD432G3200HC16FDC,1,14,13870
Disco Solido SSD Team 1TB T-Force Vulcan Z 550MB/s,15299.0,P/N: T253TZ001T0C101,1,20,13867
Disco Solido SSD Team 480GB T-Force Vulcan Z 540MB/s,8190.0,P/N: T253TZ480G0C101,1,20,13866
Disco Solido SSD Team 240GB T-Force Vulcan Z 540MB/s,5099.0,P/N: T253TZ240G0C101,1,20,13865
Adaptador de Red Tp-Link UE300C Tipo-C 1000Mbps,3830.0,SKU: UE300C.,1,20,13864
Placa Wifi USB Mercusys Wireless MW300UM,1190.0,SKU: MW300UM,1,20,13861
Placa Wifi USB Mercusys Wireless MW150US Nano,880.0,SKU: MW150US,1,20,13860
Placa WIFI USB Mercusys MU6H 200Mbps,2090.0,SKU: --MU6H--,1,20,13859
Memoria Patriot DDR5 16GB (2X8GB) 5200MHz CL36 Venom,33750.0,P/N: PVV516G520C36K,1,20,13856
Memoria Patriot DDR4 8GB 3200Mhz Signature,9100.0,SKU: MEMORIA PATRIOT DDR4 8GB 3200MHZ SIGNATURE CL22,1,20,13853
Disco Solido SSD M.2 WD 1TB WD_Black SN770 5000MB/s NVMe PCI-E x4 Gen 4,28800.0,P/N: WDS100T3X0E,1,20,13851
Memoria PNY DDR4 16GB (2x8Gb) 3200Mhz XLR8,20550.0,EAN: 4712847098947,1,2,13848
Memoria Kingston DDR4 8GB 3200Mhz CL22,9800.0,P/N: 8GB 3200MHZ CL22,1,20,13846
Cooler CPU Cooler Master Master Air MA410P RGB*,8890.0,OTROS: 1384513845,1,20,13845
Cooler CPU Thermaltake UX100 ARGB,3949.0,UPC: 841163071601,1,20,13844
Auriculares Cooler Master MH650 Virtual 7.1,14590.0,UPC: 884102066818,1,3,13834
Auriculares Cooler Master MH752 Virtual 7.1,19690.0,UPC: 884102047046,1,3,13833
Mouse Pad Cooler Master MP511 Cordura XXL,8520.0,P/N: MP-511-CBXC1,1,20,13830
Mouse Pad Cooler Master MP511 Cordura XL,5400.0,P/N: MP-511-CBEC1,1,20,13827
Fuente Aerocool Mirage 750W 80 Plus Gold ARGB,22420.0,EAN: 4711099472598,1,20,13826
Fuente Aerocool Mirage 850W 80 Plus Gold ARGB,24350.0,EAN: 4711099472604,1,14,13825
Gabinete Aerocool Mirage G BK V1 1x120mm aRGB Fan ATX,21950.0,EAN: 4710562759549,1,1,13821
"Monitor Gamer ViewSonic Elite 27"" XG270QC 165Hz VA 1ms",146750.0,SKU: XG270QC-,1,2,13820
Mouse Pad Logitech G440 Gaming *,2630.0,SKU: 943-000098.,1,20,13818
"Monitor Gamer Samsung 27"" RG50 Full HD Curvo 144Hz",94670.0,SKU: LC27RG50FQLX,1,20,13817
Cooler CPU Cooler Master Hyper 212 Spectrum V2,7080.0,P/N: RR-2V2L-18PD-R1,1,20,13815
Disco Solido SSD M.2 PNY 1TB PCI-E NVMe Gen4 x4 5600 MB/s,24590.0,P/N: M280CS3040-1TB-RB,1,1,13811
UPS Lyonn CTB-800V 800AP,9750.0,OTROS: 1380413804,1,20,13804
Auriculares Logitech G335 Mint,12610.0,SKU: 981-001023,1,20,13802
Auriculares Logitech Astro A10 Black Blue PS4 PC XBOX Switch*,10240.0,SKU: 939-001594.,1,20,13801
Mother ASUS PRIME B660M-A AC DDR4,36250.0,P/N: 90MB19M0-MVA,1,20,13797
"Monitor Samsung 19"" A330N HDMI",38300.0,SKU: LS19A330NHLXZB,1,20,13795
Mother ASUS ROG STRIX B660-A GAMING WIFI D4,53200.0,SKU: ROG STRIX B660-A GAMING WIFI D4,1,20,13794
Mouse Pad Logitech 200x230 Studio Rose*,1430.0,SKU: 956-000037.,1,5,13790
Mouse Pad Logitech Studio 200x230mm Blue Gray*,1410.0,SKU: 956-000038.,1,9,13789
Silla Gamer Vertagear Racing Series PL-4500 Crystals from Swarovski,153640.0,P/N: VG-PL4500_SWARO,1,8,13786
Placa de Video GALAX GeForce RTX 3050 8GB GDDR6,94800.0,SKU: 35NSL8MD6ZOC,1,20,13783
Placa de Video GALAX GeForce RTX 3080 12GB GDDR6X SG LHR,221900.0,SKU: 38NOM5MD99SS,1,20,13782
Memoria GeiL DDR4 16GB (2x8GB) 3200MHz Orion Black CL22,18000.0,P/N: GAOG416GB3200C22DC,1,20,13780
Memoria GeiL DDR4 16GB (2x8GB) 3200MHz Orion Red CL22,18000.0,P/N: GAOR416GB3200C22DC,1,20,13779
Placa de Video XFX Radeon RX 6650 XT 8GB GDDR6 Speedster SWFT 210,92500.0,SKU: RX-665X8DFDY,1,20,13777
"Monitor Gamer Viewsonic 24"" VX2468-PC-MHD Curvo 165hz",70850.0,SKU: VX2468-PC-MHD,1,20,13775
"Monitor Gamer BENQ Zowie 27"" XL2746K 240hz FHD",268050.0,P/N: 9H.LKJLB.QBL,1,9,13774
"Monitor Gamer BENQ Zowie 27"" XL2731K 165Hz",135450.0,P/N: 9H.LKCLB.QBL,1,17,13773
"Monitor Gamer BENQ Zowie 24.5"" XL2546 240Hz",197400.0,P/N: 9H.LJNLB.QBL,1,5,13772
"Monitor Gamer BENQ Zowie 24"" XL2411K 144hz 1Ms",93550.0,P/N: 9H.LJPLB.QBL,1,16,13771
"Monitor BENQ 27"" GW2780 Black",74550.0,P/N: 9H.LGELA.TPL,1,12,13770
"Monitor BENQ 24"" GW2480 Black",57200.0,P/N: 9H.LGDLA.TPL,1,20,13769
Teclado Mecanico Cooler Master SK620 White,15200.0,UPC: 884102081347,1,4,13755
Mouse Logitech M650 Large Rose,4690.0,UPC: 097855167644,1,6,13748
Mouse Logitech M650 Large Blanco,4900.0,SKU: 910-006233,1,20,13747
Mouse Logitech M650 Large Graphite,4710.0,SKU: 910-006250,1,3,13746
Teclado Mecanico Logitech PRO TKL LOL 2,20250.0,SKU: 920-010533,1,20,13745
Mouse Logitech POP Black and Yellow,4640.0,SKU: 910-006549,1,13,13742
Disco Solido SSD KingDian 128GB S370 500MB/s,3299.0,OTROS: 1374113741,1,1,13741
Disco Solido SSD KingDian 120GB S280 500MB/s,3199.0,OTROS: 1374013740,1,20,13740
"Monitor LG 26"" 26WQ500-B UltraWide 21:9",68650.0,SKU: 26WQ500,1,13,13738
Cooler FAN Cooler Master MF120 Prismatic,5300.0,UPC: 884102082153,1,14,13732
Cooler Fan Cooler Master Sickleflow 120 RGB*,2550.0,OTROS: 1373013730,1,20,13730
Cooler Fan Cooler Master MF120 S3,2420.0,UPC: 884102082429,1,20,13729
