nombre,precioEspecial,codigo_principal,vendible,stock,id_producto
Mouse Pad Logitech 200x230mm Blue Gray,1510.0,SKU: 956-000038,1,20,13016
Memoria Patriot Viper DDR4 32GB (2x16GB) 3200Mhz Steel RGB Black,42600.0,P/N: PVSR432G320C8K,1,20,13014
Cooler FAN Be quiet! SILENT WINGS 3 120mm PWM,4150.0,EAN: 4260052184264,1,20,13006
Cooler CPU Be quiet! SILENT LOOP 2 360mm,43200.0,EAN: 4260052188347,1,20,13005
Cooler CPU Be quiet! SILENT LOOP 2 280mm,31110.0,EAN: 4260052188330,1,20,13004
Cooler CPU Be quiet! SILENT LOOP 2 240mm,31600.0,EAN: 4260052188323,1,20,13003
Cooler CPU Be quiet! SILENT LOOP 2 120mm,21690.0,EAN: 4260052188316,1,20,13002
Cooler CPU Be quiet! PURE LOOP 360,27800.0,EAN: 4260052187913,1,20,13001
Cooler CPU Be quiet! Shadow Rock 3 White,12370.0,EAN: 4260052188309,1,20,12997
Cooler CPU Be quiet! Shadow Rock 3,12900.0,EAN: 4260052187852,1,17,12996
Cooler FAN Deepcool RF120 RGB,3460.0,EAN: 6933412710288,1,20,12992
Cooler CPU Deepcool GAMMAXX 400XT FRGB,6930.0,EAN: 6933412726470,1,20,12990
Cooler CPU Deepcool GAMMAXX GTE V2 Black,7220.0,SKU: GAMMAXX GTE V2,1,20,12988
Cooler CPU Deepcool GAMMAXX GTE V2 White,6100.0,EAN: 6933412726968,1,20,12987
Cooler CPU Deepcool AS500  PLUS ARGB,15890.0,SKU: AS500 PLUS,1,1,12985
Cooler CPU Deepcool GAMMAXX GTE V2 RGB3,5810.0,EAN: 6933412726906,1,20,12984
Cooler CPU Deepcool GAMMAXX GT ARGB,9040.0,EAN: 6933412726838,1,20,12983
Cooler CPU Deepcool GAMMAXX L120 V2 RGB,15750.0,EAN: 6933412726647,1,2,12982
Cooler CPU Deepcool Castle 240EX ARGB,22800.0,SKU: CASTLE 240EX A-RGB,1,20,12979
Cooler CPU Deepcool Castle White 240EX ARGB,25450.0,SKU: CASTLE 240EX A-RGB WH,1,20,12978
Cooler CPU Deepcool Castle White 360EX ARGB,29830.0,SKU: CASTLE 360EX A-RGB WH,1,20,12977
Placa de Video ASUS GeForce RTX 3070 Ti 8GB GDDR6X TUF OC,193500.0,SKU: TUF-RTX3070TI-O8G,1,20,12976
Mother Asrock B360M BULK WIFI,6650.0,SKU: B360M/OEM/A/ASRK,1,20,12972
Auriculares MSI Immerse GH50,14480.0,UPC: 824142189917,1,20,12958
Cooler FAN ID-Cooling NO-12025-XT,1250.0,EAN: 6931393302621,1,20,12957
Cooler FAN ID-Cooling TF-12025-BLACK,1350.0,EAN: 6931393303215,1,20,12955
Cooler FAN ID-Cooling TF-12025-ARGB,1980.0,EAN: 6931393303192,1,20,12954
Cooler CPU ID-Cooling SE-903-XT,3589.0,EAN: 6931393303857,1,20,12952
Cooler CPU ID-Cooling SE-214-XT,4650.0,EAN: 6931393303789,1,20,12951
Cooler CPU ID-Cooling SE-226-XT Black,10720.0,EAN: 6931393303765,1,20,12950
Cooler CPU ID-Cooling SE-226-XT ARGB,11400.0,EAN: 6931393303727,1,20,12949
Cooler CPU ID-Cooling ZOOMFLOW 360 XT,28700.0,EAN: 6931393303284,1,20,12948
Memoria Adata DDR5 16GB 5200MHz XPG Lancer Black,28700.0,SKU: AX5U5200C3816G-CLABK,1,20,12942
Memoria Adata DDR5 16GB 5200Mhz XPG Lancer RGB,29900.0,SKU: AX5U5200C3816G-CLARBK,1,20,12941
Disco Solido SSD HIKVISION C100 120GB 460MB/s,3399.0,P/N: 311502655,1,20,12928
"Notebook Gamer XPG XENIA 15.6"" Core I7 11800H 32GB (2x16GB) 1TB SSD NVMe RTX 3070 165Hz W10",462500.0,SKU: XENIA15I7G11H3070LX -BKCMX,1,14,12925
"Notebook XPG XENIA 14"" Core I5 1135G7 16GB 512GB SSD NVMe W10 Home",223680.0,EAN: 4711085937582,1,8,12923
Silla Gamer ASUS ROG CHARIOT CORE,140560.0,SKU: 90GC00D0-MSG020,1,3,12907
Silla Gamer ASUS ROG CHARIOT RGB (No incluye powerbank),213900.0,SKU: 90GC00E0-MSG020,1,3,12906
Placa de Video Asrock Radeon RX 6800 16GB GDDR6 Challenger Pro OC,155000.0,P/N: 90-GA29ZZ-00UANF,1,20,12902
Bundle HyperX Auriculares Cloud Core + Microfono Solocast,23100.0,SKU: 56R60AA,1,2,12895
"Monitor Gamer LG 27"" 27GP750-B FULL HD 240Hz",137040.0,SKU: 27GP750-B,1,15,12894
Mouse Pad Logitech G840 XL LOL 2,7530.0,SKU: 943-000543,1,20,12876
Mouse Pad Logitech G840 XL KDA,7600.0,SKU: 943-000456,1,20,12875
Mouse Pad Logitech 200x230mm Rose,1510.0,SKU: 956-000037,1,11,12871
Mouse Pad Logitech 200x230mm Black,1490.0,SKU: 956-000035,1,20,12870
Auriculares Inalambrico Logitech Astro A50 Wireless Black+ Base PS4 Gen4,41860.0,SKU: 939-001674,1,20,12869
Teclado Mecanico Redragon Dragonborn K630 White RGB 60% Outemu Brown,6920.0,SKU: K630W-RGB,1,20,12866
Teclado Mecanico Redragon Dragonborn K630 RGB 60% Outemu Brown,7090.0,SKU: K630RGB,1,20,12865
Teclado Mecanico Redragon Kumara K552-KR White Rainbow Español Switch Outemu RED TKL,6950.0,SKU: K552W-KR-SP,1,20,12864
Teclado Mecanico Redragon Kumara K552-KR Rainbow Español Switch Outemu RED TKL,7110.0,EAN: 6950376704962,1,20,12863
Auriculares Redragon Icon H520 PC PS4,11680.0,SKU: RD-H20-,1,20,12862
Auriculares HP HyperX Cloud Stinger Core Wireless 7.1*,13500.0,UPC: 196188042380,1,20,12853
Auriculares HP HyperX Gaming Cloud II Wireless*,23330.0,SKU: 4P5K4AA.,1,20,12852
Disco Solido SSD Adata 480GB SU650 520MB/s*,7957.0,SKU: ASU650SS-480GT-R,1,20,12843
Disco Solido SSD Adata 240GB SU650SS 520MB/s*,5199.0,SKU: ASU650SS-240GT-R,1,20,12842
Memoria Adata DDR4 8GB 3200Mhz XPG Gammix D45,9900.0,SKU: AX4U32008G16A-CBKD45,1,20,12840
Memoria Adata DDR4 8GB 3600Mhz XPG Spectrix D45G RGB,10900.0,SKU: AX4U36008G18I-CBKD45G,1,20,12838
Memoria GEIL 16GB (2x8gb) 3200Mhz Orion Black,19050.0,SKU: GAOG416GB3200C16BDC,1,7,12836
Fuente Gamemax 800W 80 Plus Bronze GM-800 Semi Modular,16460.0,SKU: GM-800FAN1,1,20,12830
Memoria GEIL DDR4 16GB 3200Mhz EVO POTENZA Black* CL16,17100.0,SKU: GAPB416GB3200C16BSC,1,18,12824
Memoria GEIL DDR4 8GB 2666MHz EVO POTENZA Red*,8800.0,SKU: GAPR48GB2666C19SC,1,20,12823
Memoria Geil DDR4 16GB (2x8GB) 3600Mhz Orion RED,19050.0,SKU: GAOR416GB3600C18BDC,1,20,12815
UPS Lyonn CTB_1200V,17850.0,OTROS: 1281212812,1,20,12812
Procesador AMD Ryzen 7 PRO 4750G + Wraith Stealth Cooler OEM,65400.0,SKU: 100-100000145MPK,1,20,12810
Auriculares Logitech G Pro X LOL,27620.0,SKU: 981-001105,1,7,12806
Procesador Intel Core i5 12600KF 4.90GHz Turbo Socket 1700,61200.0,SKU: BX8071512600KF,1,20,12799
Procesador Intel Core i5 12400F Socket 1700,40150.0,SKU: BX8071512400F,1,20,12798
Procesador Intel Core i5 12400 Socket 1700,54100.0,SKU: BX8071512400,1,20,12797
"Monitor Gamer Viewsonic 24"" XG2431 240Hz 1Ms",111550.0,SKU: -XG2431-,1,5,12791
"Monitor Gamer Samsung 32"" G5 Odyssey Curvo 165Hz 2K",130950.0,SKU: LS32AG550ELX,1,6,12788
Mouse Logitech G502 Gaming Hero High Performance RGB,9100.0,SKU: 910-005550-,1,20,12787
Memoria GeiL DDR4 16GB (2x8GB) 3200MHz Orion Black RGB,19950.0,SKU: GAOSG416GB3200C16BDC,1,20,12786
Memoria GeiL DDR4 16GB (2x8) 3600MHz Orion Black,19650.0,SKU: GAOG416GB3600C18BDC,1,20,12784
Fuente Aerocool Dorado 850W 80 Plus Gold ARGB,21920.0,EAN: 4710562759761,1,20,12776
Memoria Adata DDR4 16GB (2x8GB) 3600Mhz XPg Spectrix D50 ROG,24000.0,SKU: AX4U36008G17H-DC50R,1,20,12774
Cable de poder para- fuente de PC de 3 patas Kanji,670.0,OTROS: 1277312773,1,20,12773
Mouse Logitech G Pro Wireless LOL 2,17440.0,SKU: 910-006450,1,20,12772
Memoria Adata DDR4 (2x8GB) 16GB 4800MHz XPG Spectrix D50 Xtreme RGB CL19,92450.0,SKU: AX4U48008G19KDGM50X,1,2,12762
Memoria Adata DDR4 (2x8GB) 16GB 5000MHz XPG Spectrix D50 Xtreme RGB CL19,150950.0,SKU: AX4U50008G19M-DGM50X,1,6,12761
Mother ASUS DDR5 ROG STRIX Z690-E Gaming WIFI,111550.0,SKU: ROG STRIX Z690-E GAMING WIFI,1,6,12756
Cooler CPU ID-Cooling SE-224-XT ARGB Duet,11400.0,SKU: COOLER CPU ID-COOLING SE-224-XT ARGB DUET,1,20,12755
Cooler CPU ID-Cooling SE-207-XT Black,12900.0,P/N: ID-CPU SE-207-XT BLACK,1,20,12754
Auriculares Logitech Astro A10 White Blue PS4 Switch XBOX PC*,10360.0,SKU: 939-001846,1,20,12753
Mouse Logitech G305 Lightspeed Wireless White,6750.0,SKU: 910-005290,1,20,12752
Procesador Intel Core i7 12700KF 5.0GHz Turbo Socket 1700,104400.0,SKU: BX8071512700KF,1,20,12738
Procesador Intel Core i7 12700K 5.0GHz Turbo Socket 1700,111500.0,SKU: BX8071512700K,1,20,12737
Mother Gigabyte H410M H V3 S1200,15850.0,SKU: H410M H V3,1,20,12710
Fuente Game PRO 750W 80 Plus Bronze,14350.0,P/N: PRO 750W 80 PLUS BRONZE,1,20,12709
Cooler CPU ID-COOLING ZOOMFLOW 360 XT SNOW,27350.0,EAN: 6931393303291,1,11,12702
Placa de Video Asrock Radeon RX 6800 XT 16GB GDDR6 Phantom Gaming D OC,178000.0,SKU: RX6800XT PGD 16GO,1,20,12696
Placa de Video PowerColor Radeon RX 6600 8GB GDDR6 FIGHTER,85890.0,SKU: AXRX-6600-8GBD6-3DH,1,20,12695
Mother Asrock Z390 Phantom Gaming 4S Wi-Fi BULK Pack,19350.0,SKU: Z390 PHANTOM GAMING 4S/AC,1,20,12690
Auriculares Inalambricos Logitech G435 Azul,13370.0,SKU: 981-001061,1,20,12689
Auriculares Inalambricos Logitech G435 White,14760.0,SKU: 981-001073,1,20,12688
Cooler CPU ID-Cooling SE-914-XT ARGB,8160.0,SKU: SE-914-XT ARGB,1,20,12682
Procesador Intel Celeron G4900 3.10GHz 1151 9th Gen OEM,11250.0,SKU: 1268112681,1,20,12681
Mother ASUS ROG MAXIMUS XIII EXTREME Z590 EATX,160400.0,SKU: 90MB15S0-M0AAY0,1,2,12673
Placa de Video XFX Radeon RX 6600 8GB GDDR6 Speedster SWFT210,79500.0,SKU: RX-66XL8LFDQ,1,20,12670
Teclado Mecanico HP HyperX Alloy Origins 60 Switch RED LA,15120.0,SKU: 4P5N4AA#ABA,1,20,12665
Gabinete Lian Li Lancool 205 Mesh W White,29260.0,UPC: 840353041165,1,20,12663
Gabinete Lian Li Lancool 205 Mesh X Black,26700.0,UPC: 840353040434,1,20,12662
Memoria Adata DDR4 8GB 2666MHz Bulk,7550.0,SKU: AD4U26668G19-BGN,1,20,12657
Disco Sólido SSD Adata 960GB SU650 520MB/s,15830.0,SKU: ASU650SS-960GT-R,1,20,12655
Memoria Adata DDR4 8GB 3200MHz XPG Spectrix D60G RGB Titanium,11000.0,SKU: AX4U32008G16A-ST60,1,20,12651
"Monitor Samsung 27"" AM500 SMART WIFI/Bluetooth",65900.0,SKU: LS27AM500NLXZB,1,20,12644
Placa de Video Asrock Radeon RX 6700 XT 12GB GDDR6 Challenger D OC,116000.0,P/N: 90-GA31ZZ-00UANH,1,20,12637
Placa de Video Zotac GeForce GTX 1650 4GB GDDR6 AMP CORE,60000.0,SKU: ZT-T16520J-10L,1,11,12629
Placa de Video Asrock RX 570 8GB GDDR5 Phantom Gaming Elite,55900.0,SKU: RX570 PGE 8G,1,20,12627
Teclado Mecanico Logitech G PRO LOL KDA,19600.0,SKU: 920-010074,1,11,12621
Fuente Redragon 850W 80 Plus Gold GC-PS010,22920.0,SKU: GC-PS010,1,20,12611
"Monitor Gamer Samsung 24"" G35 Odyssey Full HD 144Hz",72750.0,SKU: LF24G35TFW,1,20,12577
Teclado Redragon Shiva K512 White RGB ESP,4960.0,SKU: K512W-RGB-SP,1,20,12566
Auriculares Redragon Pandora H350W White RGB,7150.0,SKU: H350W-RGB-1,1,20,12564
Auriculares Redragon H320W Lamia White RGB 7.1 con Base,7690.0,SKU: H320W-RGB,1,20,12562
Auriculares Redragon H260 Hylas RGB,3790.0,SKU: H260RGB,1,20,12561
Memoria Team DDR4 8GB 3600MHz T-Force Delta RGB Black CL18,10700.0,SKU: TF3D48G3600HC18J01,1,20,12544
Memoria Team DDR4 8GB 3600MHz T-Force Delta White CL18,10700.0,SKU: TF4D48G3600HC18J01,1,20,12543
Memoria Team DDR4 16GB 3600MHz T-Force Delta RGB White CL18,18550.0,SKU: TF4D416G3600HC18J01,1,20,12540
Memoria Team DDR4 16GB 3600MHz T-Force Delta RGB Black CL18,18550.0,SKU: TF3D416G3600HC18J01,1,20,12539
Memoria Team DDR4 8GB 3200MHz T- Create SODIMM Notebook,6150.0,SKU: TTCCD48G3200HC22-S01,1,20,12535
Memoria Team DDR4 16GB 3200MHz T-Force Delta RGB White CL16-20-20-40,17550.0,SKU: TF4D416G3200HC16F01,1,6,12506
Memoria Team DDR4 8GB 3200MHz T-Force Delta RGB White CL16-20-20-40,10050.0,SKU: TF4D48G3200HC16F01,1,20,12503
Memoria Team DDR4 8GB 3200MHz T-Force Delta RGB Black CL16-20-20-40,10050.0,SKU: TF3D48G3200HC16F01,1,20,12502
Memoria Team DDR4 32GB 2666MHz T-Force Delta RGB White CL181,25600.0,SKU: TF4D432G2666HC18H01,1,20,12500
Memoria Team DDR4 32GB 2666MHz T-Force Delta RGB Black CL18,29300.0,SKU: TF3D432G2666HC18H01,1,20,12498
Cooler CPU TECWARE MIRAGE 240  Water Cooling Black ARGB,16750.0,UPC: 810072520340,1,20,12488
Cooler CPU ID-Cooling IS-60 EVO ARGB,9570.0,SKU: IS-60 EVO,1,20,12486
Placa de Video Zotac GeForce RTX 3070 Ti 8GB GDDR6X Trinity,178000.0,SKU: ZT-A30710D-10P,1,20,12484
Mother MSI MAG B560M Mortar 11th Gen Intel,38100.0,SKU: MAG B560M MORTAR,1,16,12472
Memoria GeiL DDR4 8GB 2666MHz EVO Potenza Black,8800.0,SKU: GAPB48GB2666C19SC,1,20,12446
Placa de Video XFX Radeon RX 6600 XT 8GB GDDR6 SPEEDSTER SWFT210,91850.0,SKU: RX-66XT8DFDQ,1,20,12439
Mother ASUS PRIME B560M-A S1200 11th Gen PCIe 4.0,22750.0,P/N: 90MB17A0-M0EAY0,1,20,12422
Mother ASUS PRIME B460M-A R2.0 Intel 10th Gen - Socket 1200,16950.0,SKU: B460M-A R2.0,1,20,12420
Fuente XPG 850W CORE REACTOR 80 Plus Gold Modular - No incluye cable Power,24850.0,SKU: COREREACTOR850G-BKCAR,1,20,12411
Disco Solido SSD M.2 Team 1TB MP33 1800MB/s NVMe Gen3 x4,15650.0,SKU: TM8FP6001T0C101-,1,20,12409
Disco Solido SSD M.2 Team 128GB MP33 1500MB/s NVMe Gen3 x4,4400.0,SKU: TM8FP6128G0C101-,1,2,12408
Mouse Pad Redragon Flick L P031 400x450mm,1900.0,SKU: RD-P031,1,20,12405
Disco Solido SSD M.2 Team 2TB MP34 3500MB/s NVMe PCI-E x4,36000.0,SKU: TM8FP4002T0C101,1,12,12401
Memoria Team DDR4 16GB (2x8GB) 3200MHz T-Create SODIMM Notebook,16000.0,SKU: TTCCD416G3200HC22DC-S01,1,2,12398
Disco Solido SSD M.2 ADATA 2TB SWORDFISH 1800MB/s NVMe PCI-e x4,36320.0,SKU: ASWORDFISH-2T-C,1,20,12397
Mouse Logitech G502 Gaming Hero LOL KDA,9300.0,SKU: 910-006096,1,20,12395
Auriculares Logitech G335 White,12620.0,SKU: 981-001017,1,20,12390
Auriculares Logitech G335 Black,12380.0,SKU: 981-000977,1,20,12389
Fuente Redragon 800W 80 Plus Bronze GC-PS01133,17790.0,SKU: GC-PS011,1,20,12374
Cooler Fan ID-Cooling NO-8025-SD 80mm,540.0,SKU: NO-8025-SD,1,20,12372
Disco Solido SSD M.2 Team 4TB Cardea Zero Z340 3400MB/s NVMe PCI-E x4,79750.0,SKU: TM8FP9004T0C311,1,13,12371
Procesador AMD Ryzen 7 5700G 4.6GHz Turbo + Wraith Stealth Cooler,65450.0,SKU: 100-100000263BOX,1,20,12369
Procesador AMD Ryzen 5 5600G 4.4GHz Turbo + Wraith Stealth Cooler,39700.0,SKU: 100-100000252BOX,1,20,12368
Cooler FAN ID-Cooling NO-9225-SD 92mm,700.0,SKU: NO-9225-SD,1,20,12363
Cooler CPU ID-Cooling ZOOMFLOW XT 240 Water Cooling ARGB,20600.0,EAN: 6931393303260,1,20,12361
Cooler CPU ID-Cooling ZOOMFLOW XT 240 SNOW  Water Cooling ARGB,21100.0,EAN: 6931393303277,1,18,12359
Mother ASUS PRIME H510M-E Socket 1200,14900.0,SKU: PRIME H510M-E,1,20,12348
Procesador Intel Celeron G5925 3.6GHz Socket 1200,11150.0,SKU: BX80701G5925,1,20,12347
Disco Rigido Seagate 14TB SkyHawk AI ST14000VE0008,68450.0,SKU: ST14000VE0008,1,20,12346
Cooler CPU Be Quiet! DARK ROCK SLIM,14100.0,EAN: 4260052187319,1,20,12341
Cooler CPU Be Quiet! DARK ROCK PRO 4,20300.0,EAN: 4260052186268,1,20,12340
Cooler CPU Be Quiet! DARK ROCK 4,16440.0,EAN: 4260052186251,1,20,12339
Cooler CPU Be Quiet! PURE LOOP 280mm Water Cooling,28500.0,EAN: 4260052187906,1,20,12338
Cooler CPU Be Quiet! PURE LOOP 240mm Water Cooling,25350.0,EAN: 4260052187890,1,20,12337
"Monitor LG Curvo UltraWide 34"" 34WL85C-B  QHD IPS 21:9",294000.0,SKU: 34WL85C-B,1,7,12320
"Monitor Gamer LG 23.8"" UltraGear 24GN600-B 144Hz IPS FHD 1ms DP HDMI",84520.0,SKU: 24GN600-B,1,20,12318
Mother ASUS TUF GAMING B560M-PLUS WiFi Intel 11th Gen Socket 1200,30700.0,SKU: TUF GAMING B560M-PLUS WIFI,1,20,12316
Mother ASUS PRIME Z590-P ATX S1200 10th/11th Gen,40400.0,SKU: PRIME-Z590-P,1,5,12314
Placa de Video XFX Radeon RX 6800 XT CORE 16GB GDDR6 Speedster MERC 319,185000.0,SKU: RX-68XTALFD9,1,20,12298
Mouse Redragon Storm Elite M988W RGB White,5150.0,SKU: M988W-RGB,1,20,12297
Disco Solido SSD M2 WD 1TB Black SN850 7000MB/s NVMe PCIe Gen4 x4,36600.0,SKU: WDS100T1X0E-,1,20,12282
Gabinete Cougar MX410-T Vidrio Templado 1x120mm ARGB,15420.0,UPC: 192554001876,1,20,12278
Gabinete Cougar MX331-T Vidrio Templado 1xCooler 120mm ARGB,16000.0,UPC: 192554002019,1,20,12277
Mother Gigabyte Z590M GAMING X s12005,27950.0,SKU: Z590M GAMING X,1,13,12273
Gabinete Corsair iCUE 5000X RGB Black ATX,53299.0,SKU: CC-9011212-WW,1,20,12261
Gabinete Corsair 5000D TG Airflow WhiteATX,48850.0,SKU: CC-9011211-WW,1,2,12257
Gabinete Corsair 5000D TG Airflow Black ATX,48850.0,SKU: CC-9011210-WW,1,20,12256
Procesador Intel Core i3 10105 S1200 10th Gen Comet Lake,25900.0,SKU: BX8070110105,1,20,12248
Fuente Gigabyte 850W 80 Plus Gold P850GM Full Modular,28160.0,SKU: GP-P850GM,1,20,12239
Memoria Team DDR5 32GB (2x16GB) 4800MHz Elite,70550.0,SKU: TED532G4800C40DC01,1,20,12229
Webcam HDC H80S FHD,6560.0,EAN: 7798135511951,1,20,12225
Mother Gigabyte Z590 D Rev 1.0 S1200,43950.0,UPC: 889523026700,1,16,12224
"Monitor ASUS 21.5"" Full HD 1ms HDMI VGA VP228HE-J",46050.0,SKU: VP228HE-J,1,20,12220
Placa de Video Zotac GeForce GTX 1660 6GB GDDR5 Dual Fan,91250.0,SKU: ZT-T16600M-10M,1,20,12217
Placa de Video Zotac GeForce RTX 3080 Ti 12GB GDDR6X Trinity,260000.0,SKU: ZT-A30810D-10P,1,20,12205
Disco Solido SSD M.2 Team 1TB T-Create Classic 5000MB/s NVMe PCI-E Gen4,23926.0,SKU: TM8FPH001T0C611,1,20,12200
Disco Solido SSD M.2 Team 2TB T-Create Classic 5000MB/s NVMe PCI-E Gen4,72999.0,SKU: TM8FPH002T0C611,1,19,12197
Memoria OLOy DDR4 16GB 2666MHz Hummingbird,18550.0,SKU: MD4U162619BBSA,1,20,12192
Memoria Team DDR4 16GB 3200MHz T-Create SODIMM Notebook,13900.0,SKU: TTCCD416G3200HC22-S01,1,2,12190
Disco Solido SSD M.2 Team 1TB Cardea A440 7000MB/s NVMe PCI-E Gen4,34410.0,SKU: TM8FPZ001T0C327,1,20,12188
"Mouse Pad Glorious XL Extended -  14"" x 24"" - Stealth Edition",3550.0,SKU: G-P-STEALTH,1,20,12187
"Mouse Pad Glorious Element Fire XL 17"" x 15""",6500.0,SKU: GLO-MP-ELEM-FIRE,1,16,12186
"Mouse Pad Glorious Element Air XL 17"" x 15""",4640.0,SKU: GLO-MP-ELEM-AIR,1,14,12185
Memoria Patriot DDR4 16GB (2x8GB) 3600MHz Viper Steel RGB,22750.0,SKU: PVSR416G360C0K,1,20,12165
Gabinete Cooler Master MasterBox H500P MESH White ARGB,51050.0,SKU: MCM-H500P-WGNN-S01,1,1,12158
Disco Rigido WD 6TB Purple 5.6K RPM 256MB,26660.0,SKU: WD62PURZ,1,20,12150
Disco Rigido WD 4TB Red NAS 5.4K 256MB,21850.0,SKU: WD40EFAX,1,20,12148
Disco Rigido WD 3TB Red NAS 5.4K RPM 64MB,15820.0,SKU: WD30EFAX,1,20,12147
Placa de Video GeForce MSI G210 1GB DDR3 Low Profile,8400.0,SKU: 912-V809-3634-,1,20,12143
Mother ASUS PRIME B550M-A AM4,27850.0,SKU: PRIME B550M-A,1,20,12109
Mother Asrock B550 Phantom Gaming 4 AC AM4,27850.0,P/N: 90-MXBDZ0-A0UAYZ,1,11,12098
Disco Rigido WD 14TB Red Pro 7.2K RPM 512MB,91090.0,SKU: WD141KFGX,1,13,12094
Disco Rigido WD 12TB Red Pro 7.2K RPM 256MB,88450.0,SKU: WD121KFBX,1,20,12093
Disco Rigido WD 12TB Gold 7.2K RPM 256MB,79530.0,SKU: WD121KRYZ,1,20,12092
Disco Rigido WD 14TB Purple 7.2K RPM 512MB,84390.0,SKU: WD140PURZ,1,20,12091
Disco Rigido WD 8TB Red Pro 7.2K RPM 256MB,54280.0,SKU: WD8003FFBX,1,5,12090
Disco Rigido WD 14TB Red 5.4K RPM 512MB,89720.0,SKU: WD140EFFX,1,20,12089
Placa de Video XFX Radeon RX 6700 XT BLACK 12GB GDDR6 SPEEDSTER QICK 319,121000.0,SKU: RX-67XTYPBDP,1,20,12083
Placa de Video XFX Radeon RX 6700 XT CORE 12GB GDDR6 SWFT 309,120000.0,SKU: RX-67XTYJFDV,1,20,12082
"Notebook ASUS ROG ZEPHYRUS 14"" WQHD RYZEN 9 4900HS 16GB 1TB SSD NVMe RTX 2060",465000.0,SKU: GA401IV-HA116T,1,7,12081
Mother Gigabyte Z590 UD AC ATX S1200,34850.0,SKU: Z590 UD AC,1,12,12073
Mother Gigabyte B560M AORUS ELITE S1200,34200.0,SKU: B560M AORUS ELITE,1,20,12070
"Monitor Gamer Cooler Master 27"" 165hz Curvo 1500R GM27-CF",83400.0,SKU: GM27-CF,1,20,12060
Disco Solido SSD M.2 WD 960GB Green SN350 2400MB/s NVMe PCI-Express x4,18390.0,SKU: WDS960G2G0C,1,20,12057
Disco Solido SSD M.2 WD 480GB Green SN350 2400MB/s NVME PCI-Express x4,9398.0,SKU: WDS480G2G0C,1,20,12056
Disco Solido SSD M.2 WD 240GB Green SN350 2400MB/s NVMe PCI-Express x4,5970.0,SKU: WDS240G2G0C-00AJM0,1,20,12055
Disco Rigido Toshiba 4TB X300 Peformance 7.2K RPM 128MB,23000.0,SKU: HDWE140XZSTA,1,20,12052
Teclado Mecanico Marvo KG965G RGB Switch Blue,12400.0,EAN: 6932391920879,1,7,12038
Disco Rígido Toshiba 6TB  N300 NAS 7200rpm 256MB,30360.0,SKU: HDWG160XZSTA,1,2,12022
Disco Rígido Toshiba 4TB  N300 NAS 7200rpm 128MB,21580.0,SKU: HDWQ140XZSTA,1,20,12021
Disco Rígido Toshiba 8TB  N300 NAS 7200rpm 256MB,38120.0,SKU: HDWG180XZSTA,1,20,12020
Disco Rigido Seagate 3TB IronWolf 64MB 5.9K RPM,16330.0,SKU: ST3000VN007,1,20,12003
Mother Gigabyte Z590 Vision G Socket 1200 10th Gen,63900.0,UPC: 889523026267,1,2,11998
Mother Gigabyte B560M-DS3H AC Socket 1200 10th Gen,25800.0,UPC: 889523026991,1,20,11992
Mother Gigabyte B560 AORUS PRO AX S1200,54400.0,UPC: 889523026977,1,20,11990
"Monitor Gamer ASUS 27"" GAMING VG278QR 165Hz FHD",93200.0,SKU: VG278QR,1,20,11984
Placa de Video Asrock Radeon RX 6700 XT 12GB GDDR6 Challenger OC,115000.0,P/N: 90-GA2KZZ-00UANH,1,20,11981
Mouse HP HyperX Pulsefire Haste 16000DPI,7690.0,SKU: 4P5P9AA,1,20,11977
Gabinete Kolink Void White ARGB ATX Vidrio Templado,16520.0,UPC: 843816101505,1,20,11957
Disco Sólido SSD M.2 ADATA 2TB XPG Spectrix S40G RGB 3500MB/s NVMe PCI-E X4,39760.0,SKU: AS40G-2TT-C,1,20,11949
Procesador Intel Core i3 10105F S1200 10th Gen Comet Lake,18850.0,P/N: BX8070110105F,1,20,11932
Mother MSI MEG Z590 ACE Socket 1200,101650.0,SKU: Z590 ACE,1,19,11930
Cooler CPU ASUS ROG STRIX LC 240 RGB White,60500.0,P/N: 90RC0062-M0A,1,2,11919
Procesador Intel Core i5 11400F S1200 11th Gen Rocket Lake,33500.0,SKU: BX8070811400F,1,20,11910
Mother ASUS PRIME Z590-A ATX S1200 10th/11th Gen,57850.0,P/N: 90MB16D0-M0AAY0,1,3,11908
Procesador Intel Core i7 11700F S1200 11th Gen Rocket Lake,67200.0,P/N: BX7080811700F,1,20,11907
Procesador Intel Core i5 11600KF S1200 11th Gen Rocket Lake,48550.0,SKU: BX8070811600KF,1,20,11905
Procesador Intel Core i5 11600K S1200 11th Gen Rocket Lake,67750.0,P/N: BX897811600K,1,20,11904
